sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
202652,https://sofifa.com/player/202652/raheem-sterling/15/157759,R. Sterling,Raheem Sterling,19,1994-12-08,170,69,England,Liverpool,80,86,0,0,"RW, LW, CAM",Right,3,3,4,High/Medium,Lean,Yes,,#Speedster,SUB,31,,2010-02-27,2016,CAM,11,93,69,70,84,46,62,,,,,,,"Avoids Using Weaker Foot, Beat Offside Trap, Flair, Speed Dribbler (CPU AI Only)",72,71+2,38,74,59,84,64,49,66,82+3,94+2,92+1,88,74,91+4,67,49,75,67+2,69+5,34,26,75,69,63,,48,58,54,15,12,12,15,9,71+1,71+1,71+1,79+1,74+1,74+1,74+1,79+1,76+1,76+1,76+1,77+1,69+1,69+1,69+1,77+1,66+1,61+1,61+1,61+1,66+1,58+1,53+1,53+1,53+1,58+1
204525,https://sofifa.com/player/204525/inigo-martinez-berridi/15/157759,Iñigo Martínez,Íñigo Martínez Berridi,23,1991-05-17,181,77,Spain,Real Sociedad,80,86,0,0,CB,Left,2,2,2,Medium/Medium,Normal,No,,,LCB,6,,2011-08-01,2017,,,76,54,54,59,82,80,,,,,,,"Long Shot Taker (CPU AI Only), Power Header",23,41,75,68,36,52,71,31,74,66,77-1,75-1,67,73,64,82,88,78-1,79+1,73,85,84,30,45-20,31,,82,83,86,11,15,10,12,10,59+0,59+0,59+0,54+0,60+0,60+0,60+0,54+0,58+0,58+0,58+0,57+0,65+0,65+0,65+0,57+0,70+0,74+0,74+0,74+0,70+0,75+0,80+0,80+0,80+0,75+0
205525,https://sofifa.com/player/205525/bernard-anicio-caldeira-duarte/15/157759,Bernard,Bernard  Anício Caldeira Duarte,21,1992-09-08,164,57,Brazil,Shakhtar Donetsk,80,86,0,0,CAM,Right,2,4,4,High/Medium,Lean,No,,"#Speedster, #Acrobat",SUB,10,,2013-08-08,2018,,,90,71,76,85,37,39,,,,,,,"Flair, Speed Dribbler (CPU AI Only)",78,73,58,79,67,85,75,76,67,83,91,90,92,79,97+10,76,61,70-7,21,64,40,35,81,76,56,,38,36,24,5,10,12,9,11,74+0,74+0,74+0,82+0,78+0,78+0,78+0,82+0,80+0,80+0,80+0,80+0,71+0,71+0,71+0,80+0,62+0,58+0,58+0,58+0,62+0,54+0,43+0,43+0,43+0,54+0
177413,https://sofifa.com/player/177413/axel-witsel/15/157759,A. Witsel,Axel  Witsel,25,1989-01-12,186,73,Belgium,Zenit St. Petersburg,80,85,0,0,"CM, CDM",Right,2,3,4,Medium/Medium,Normal,No,,#Acrobat,RDM,28,,2012-09-03,2017,CDM,6,71,73,77,83,74,80,,,,,,,"Injury Free, Dives Into Tackles (CPU AI Only), Flair",70,71,77,83,70,83,69,70,78,85,67,74,87,82,60-4,77,76,85,79,72,78,82,75,78,77,,70,73,71,5,7,7,10,7,76+0,76+0,76+0,78+0,77+0,77+0,77+0,78+0,79+0,79+0,79+0,79+0,80+0,80+0,80+0,79+0,78+0,79+0,79+0,79+0,78+0,77+0,76+0,76+0,76+0,77+0
178562,https://sofifa.com/player/178562/ever-banega/15/157759,E. Banega,Éver Maximiliano David Banega,26,1988-06-29,174,71,Argentina,Sevilla FC,80,85,0,0,"CM, CDM",Right,2,4,4,Medium/Medium,Normal,Yes,,#Playmaker  ,SUB,19,,2014-08-19,2016,,,68,70,83,82,65,70,,,,,,,Playmaker (CPU AI Only),77+1,67+1,45+1,86-1,65+1,81-1,82+1,77+1,82-1,84-1,69,67+1,84+1,80,86+1,72+1,59+1,69,68+1,75-1,77+1,70+1,76+1,86,60+1,,57+9,78+1,61+3,13,8,7,7,10,71+0,71+0,71+0,79+0,75+0,75+0,75+0,79+0,80+0,80+0,80+0,80+0,80+0,80+0,80+0,80+0,74+0,77+0,77+0,77+0,74+0,70+0,67+0,67+0,67+0,70+0
184111,https://sofifa.com/player/184111/christian-benteke/15/157759,C. Benteke,Christian Benteke Liolo,23,1990-12-03,190,83,Belgium,Aston Villa,80,85,0,0,ST,Right,3,4,3,Medium/Medium,Normal,Yes,,#Strength,SUB,20,,2012-08-01,2017,,,80,81,64,74,33,85,,,,,,,Power Header,58,82-2,84+3,73,72,75,60,46,48,79,79-3,81,74,68,48,85+2,81,77,92+2,76-2,80,29,81,73+3,81,,25,30,25,14,5,12,8,5,79+1,79+1,79+1,73+1,78+1,78+1,78+1,73+1,76+1,76+1,76+1,71+1,65+1,65+1,65+1,71+1,54+1,57+1,57+1,57+1,54+1,52+1,53+1,53+1,53+1,52+1
187961,https://sofifa.com/player/187961/jose-paulo-bezerra-m-junior/15/157759,Paulinho,José Paulo Bezzera Maciel Júnior,25,1988-07-25,181,77,Brazil,Tottenham Hotspur,80,85,0,0,"CM, CDM",Right,3,3,3,Medium/Medium,Normal,Yes,,,SUB,8,,2013-07-06,2018,RCM,8,77,75,73,77,80,78,,,,,,,,63,75,83,80-2,74,77,65,56,76-2,81-1,76,78,70,81+1,64,76,88,92,71,75+1,73,82,81,74-6,70,,79,79,74,15,15,10,5,7,78+1,78+1,78+1,76+1,78+1,78+1,78+1,76+1,78+1,78+1,78+1,77+1,79+1,79+1,79+1,77+1,78+1,79+1,79+1,79+1,78+1,79+1,78+1,78+1,78+1,79+1
189354,https://sofifa.com/player/189354/markel-susaeta-laskurain/15/157759,Susaeta,Markel Susaeta Laskurain,26,1987-12-14,179,68,Spain,Athletic Club de Bilbao,80,85,0,0,"RW, RM",Right,2,3,3,High/Medium,Lean,No,,,RW,14,,2007-06-01,2017,,,85,74,79,80,32,68,,,,,,,Speed Dribbler (CPU AI Only),85+1,77+1,54+2,76+3,61+2,80+2,87+2,84+2,79+2,81+2,83,87+2,85+2,72+2,73+2,77+2,65+2,79,61+2,72+1,70+2,48+2,79+2,77+2,57+2,,25,22+2,26+2,11,6,7,5,9,74+0,74+0,74+0,80+0,76+0,76+0,76+0,80+0,78+0,78+0,78+0,80+0,72+0,72+0,72+0,80+0,60+0,61+0,61+0,61+0,60+0,54+0,46+0,46+0,46+0,54+0
189575,https://sofifa.com/player/189575/iker-muniain-goni/15/157759,Muniaín,Iker Muniaín Goñi,21,1992-12-19,169,63,Spain,Athletic Club de Bilbao,80,85,0,0,"LW, CAM",Right,2,3,4,High/Medium,Normal,No,,"#Dribbler, #Acrobat",LW,19,,2009-08-01,2017,,,87,73,71,85,37,63,,,,,,,"Injury Prone, Speed Dribbler (CPU AI Only)",74+2,76+2,43+2,72+3,63+2,86+2,81+2,69+2,65+2,81+2,90+1,84+1,89+2,84+2,94+2,69+2,75+1,71+1,57+4,72+2,66+2,50+2,83+2,71+2,61+2,,33+2,32+2,34+2,10,5,5,13,12,74+0,74+0,74+0,80+0,77+0,77+0,77+0,80+0,78+0,78+0,78+0,78+0,71+0,71+0,71+0,78+0,62+0,61+0,61+0,61+0,62+0,56+0,49+0,49+0,49+0,56+0
192387,https://sofifa.com/player/192387/ciro-immobile/15/157759,C. Immobile,Ciro Immobile,24,1990-02-20,181,85,Italy,Borussia Dortmund,80,85,0,0,ST,Right,2,4,3,High/Medium,Normal,Yes,,,ST,9,,2014-07-01,2019,RS,9,78,80,60,76,32,78,,,,,,,"Diver, Avoids Using Weaker Foot, Beat Offside Trap, Finesse Shot",54,85,79,70,80,74,69,50,48,78,76,80-1,77+4,84,66+6,79,78,77-1,77+3,70,81,28,86+1,60,74,,20,32,28,5,7,14,11,5,80+0,80+0,80+0,73+0,78+0,78+0,78+0,73+0,75+0,75+0,75+0,70+0,64+0,64+0,64+0,70+0,55+0,56+0,56+0,56+0,55+0,53+0,51+0,51+0,51+0,53+0
193348,https://sofifa.com/player/193348/xherdan-shaqiri/15/157759,X. Shaqiri,Xherdan Shaqiri,22,1991-10-10,169,72,Switzerland,FC Bayern München,80,85,0,0,"RM, LM, CAM",Left,2,4,4,High/Medium,Stocky,Yes,,"#Dribbler, #Acrobat",SUB,11,,2012-07-01,2016,RAM,23,88,78,76,86,57,74,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",74,75+3,37,79,76+2,86,82+3,78,68,84,92,84,88-2,80+1,94+1,84-1,63+2,78,74+5,81+2,73+5,65,78,78,65+1,,58,60,53,13,12,12,11,11,76+0,76+0,76+0,81+0,79+0,79+0,79+0,81+0,81+0,81+0,81+0,80+0,76+0,76+0,76+0,80+0,72+0,72+0,72+0,72+0,72+0,67+0,62+0,62+0,62+0,67+0
202166,https://sofifa.com/player/202166/julian-draxler/15/157759,J. Draxler,Julian Draxler,20,1993-09-20,187,75,Germany,FC Schalke 04,80,85,0,0,"LM, CAM, RM",Right,2,5,4,Medium/Medium,Lean,Yes,,#Dribbler,CAM,10,,2011-01-15,2018,SUB,11,78,78,78,84,34,61,,,,,,,"Finesse Shot, Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",78,75,58,82,79,86,78,72,74,84,78-1,78,84-1,81+1,75-1,81,67,69,62,85,49,38,76,75,62,,25,35,26,11,13,5,13,8,77+0,77+0,77+0,81+0,79+0,79+0,79+0,81+0,80+0,80+0,80+0,80+0,73+0,73+0,73+0,80+0,61+0,61+0,61+0,61+0,61+0,53+0,47+0,47+0,47+0,53+0
177358,https://sofifa.com/player/177358/morgan-schneiderlin/15/157759,M. Schneiderlin,Morgan Schneiderlin,24,1989-11-08,181,75,France,Southampton,80,84,0,0,"CDM, CM",Right,2,3,2,Medium/High,Normal,Yes,,,CDM,4,,2008-06-01,2017,SUB,22,68,63,71,72,78,81,,,,,,,Dives Into Tackles (CPU AI Only),55,64,60,82,50,71+2,54,54,81+5,74+1,72-1,64-9,70+2,78+3,66,71,75+6,90,76,56,85,83,67+2,70,56,,74+6,83,79+1,6,11,12,14,7,67+0,67+0,67+0,69+0,69+0,69+0,69+0,69+0,72+0,72+0,72+0,72+0,76+0,76+0,76+0,72+0,76+0,80+0,80+0,80+0,76+0,77+0,77+0,77+0,77+0,77+0
178005,https://sofifa.com/player/178005/rui-pedro-dos-santos-patricio/15/157759,Rui Patrício,Rui Pedro dos Santos Patrício,26,1988-02-15,190,85,Portugal,Sporting CP,80,84,0,0,GK,Left,2,2,1,Medium/Medium,Normal,No,,,GK,1,,2006-01-01,2018,GK,12,,,,,,,83,81,82,80,47,78,GK Up for Corners,25,25,25,31,25,25,25,25,30,25,45,48,56,75+1,51,38,79,45,76,25,39,22,25,25,32,,25,25,25,83-2,81,82,78-2,80-1,,,,,,,,,,,,,,,,,,,,,,,,,,
188943,https://sofifa.com/player/188943/kevin-trapp/15/157759,K. Trapp,Kevin Trapp,23,1990-07-08,189,83,Germany,Eintracht Frankfurt,80,84,0,0,GK,Right,2,4,1,Medium/Medium,Normal,No,,,GK,1,,2012-07-01,2016,,,,,,,,,81,78,77,84,49,79,,25,25,25,25,25,25,25,25,25,24,45,52,42,79,37,28,76,45,70,25,30,22,25,25,35,,25,25,25,81,78,77,79,84+1,,,,,,,,,,,,,,,,,,,,,,,,,,
190483,https://sofifa.com/player/190483/douglas-costa-de-souza/15/157759,Douglas Costa,Douglas Costa de Souza,23,1990-09-14,170,73,Brazil,Shakhtar Donetsk,80,84,0,0,"CAM, RW",Left,1,3,5,Medium/Medium,Lean,No,,#Dribbler,RAM,20,,2010-01-01,2018,,,85,73,78,85,51,62,,,,,,,"Avoids Using Weaker Foot, Flair, Technical Dribbler (CPU AI Only)",75,68,68,80,67,86+3,81,78,74,84+2,86,84,85+6,71,85-1,78+4,61,71,61,77,55,43,78,81,77,,41,62,47,13,15,9,12,5,75+0,75+0,75+0,80+0,78+0,78+0,78+0,80+0,80+0,80+0,80+0,80+0,75+0,75+0,75+0,80+0,67+0,66+0,66+0,66+0,67+0,62+0,57+0,57+0,57+0,62+0
192366,https://sofifa.com/player/192366/nicolas-otamendi/15/157759,N. Otamendi,Nicolás Hernán Otamendi,26,1988-02-12,183,75,Argentina,Valencia CF,80,84,0,0,CB,Right,2,3,2,Medium/Medium,Normal,No,,,LCB,23,,2014-07-01,2019,,,66,51,55,62,84,76,,,,,,,Dives Into Tackles (CPU AI Only),43+1,59+1,80+1,65+3,58+1,60+1,50+1,44+1,59+1,63+1,71+18,61+10,61+1,73+1,63+1,59+1,75+1,69+1,78+1,26+1,82+1,85+1,50+1,52+1,44+1,,84+1,84+1,85+1,12,5,8,11,12,61+0,61+0,61+0,57+0,58+0,58+0,58+0,57+0,58+0,58+0,58+0,59+0,62+0,62+0,62+0,59+0,71+0,72+0,72+0,72+0,71+0,75+0,80+0,80+0,80+0,75+0
192620,https://sofifa.com/player/192620/holger-badstuber/15/157759,H. Badstuber,Holger Badstuber,25,1989-03-13,190,84,Germany,FC Bayern München,80,84,0,0,"CB, LB",Left,3,3,2,Medium/Medium,Normal,Yes,,,SUB,28,,2009-07-01,2017,,,59,50,71,54,80,74,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Long Passer (CPU AI Only)",65,35,81-1,77-1,47,45,69,74,77,71+1,52-2,65-3,41-3,82,46-6,75,58-1,58,82+1,59,79-1,82,41,63,64,,76-1,81-3,81-2,11,12,6,11,8,58+1,58+1,58+1,59+1,60+1,60+1,60+1,59+1,61+1,61+1,61+1,63+1,68+1,68+1,68+1,63+1,72+1,76+1,76+1,76+1,72+1,76+1,79+1,79+1,79+1,76+1
193116,https://sofifa.com/player/193116/maxime-gonalons/15/157759,M. Gonalons,Maxime Gonalons,25,1989-03-10,187,76,France,Olympique Lyonnais,80,84,0,0,"CDM, CB",Right,2,4,2,Medium/High,Lean,Yes,,,CDM,21,,2009-07-01,2016,,,67,59,72,72,80,83,,,,,,,"Injury Free, Long Passer (CPU AI Only), Team Player",61,48-12,74,78,68,70,64,57,76,77+2,65,68,68,78,64,79,76,91+2,78+2,60,86,83+2,55,73,66,,77,84,77,11,11,11,8,5,66+0,66+0,66+0,68+0,68+0,68+0,68+0,68+0,70+0,70+0,70+0,71+0,75+0,75+0,75+0,71+0,77+0,80+0,80+0,80+0,77+0,78+0,79+0,79+0,79+0,78+0
193352,https://sofifa.com/player/193352/ricardo-rodriguez/15/157759,R. Rodriguez,Ricardo Rodriguez,21,1992-08-25,180,77,Switzerland,VfL Wolfsburg,80,84,0,0,LB,Left,2,3,3,High/Medium,Normal,No,,#Crosser,LB,34,,2012-01-13,2016,LB,13,76,52,76,76,79,76,,,,,,,Early Crosser,88+4,35,73,79+2,50,75,81+3,83+3,75+3,78,74-3,77-5,74,81+2,70-5,75,69+2,78,74,56,79+1,80+3,64,57,78,,78,81+1,81+2,14,13,14,14,11,64+0,64+0,64+0,74+0,67+0,67+0,67+0,74+0,69+0,69+0,69+0,76+0,73+0,73+0,73+0,76+0,80+0,77+0,77+0,77+0,80+0,80+0,78+0,78+0,78+0,80+0
199835,https://sofifa.com/player/199835/chinenye-emenike/15/157759,C. Emenike,Chinenye Emenike,27,1987-05-10,182,90,Nigeria,Fenerbahçe SK,80,84,0,0,"ST, RW",Right,2,4,3,High/Low,Stocky,No,,#Strength,RM,29,,2013-08-07,2017,,,88,80,56,76,28,83,,,,,,,"Selfish, Flair, Speed Dribbler (CPU AI Only)",48,81,71,66,73,78,45,41,48,76,89,87,68,80,68,85,63,81,90,78,73,25,77,58,66,,25,20,21,10,10,12,11,13,80+0,80+0,80+0,72+0,78+0,78+0,78+0,72+0,73+0,73+0,73+0,69+0,62+0,62+0,62+0,69+0,52+0,54+0,54+0,54+0,52+0,49+0,47+0,47+0,47+0,49+0
177644,https://sofifa.com/player/177644/francisco-casilla-cortes/15/157759,Kiko Casilla,Francisco Casilla Cortés,27,1986-10-02,191,84,Spain,RCD Espanyol,80,83,0,0,GK,Right,2,2,1,Medium/Medium,Normal,No,,,GK,13,,2011-07-01,2015,SUB,23,,,,,,,82,81,78,79,41,80,,25,25,25,29,25,25,25,25,23,25,32,49,52,68,58+6,25,70+3,43-4,79,25,45,25,25,25,25,,25,25,25,82+4,81,78+8,80+1,79+4,,,,,,,,,,,,,,,,,,,,,,,,,,
177934,https://sofifa.com/player/177934/sidney-sam/15/157759,S. Sam,Sidney Sam,26,1988-01-31,174,68,Germany,FC Schalke 04,80,83,0,0,"RW, CF, RM",Left,2,3,4,Medium/Medium,Lean,No,,#Speedster,RM,18,,2014-07-01,2018,,,90,79,74,81,34,63,,,,,,,"Injury Prone, Selfish, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",77-1,74,61,77-1,83,83-1,74,67+3,65,77-1,91,90,89-1,77-1,82+1,86-2,74-6,66-3,58,83-3,71,38,80,74-1,68,,22,37,26,10,12,15,13,7,78+0,78+0,78+0,80+0,79+0,79+0,79+0,80+0,79+0,79+0,79+0,78+0,70+0,70+0,70+0,78+0,59+0,59+0,59+0,59+0,59+0,54+0,48+0,48+0,48+0,54+0
185020,https://sofifa.com/player/185020/jose-maria-callejon-bueno/15/157759,José Callejón,José María Callejón Bueno,27,1987-02-11,178,73,Spain,Napoli,80,83,0,0,"CAM, RM",Right,2,2,3,High/Medium,Lean,Yes,,,RAM,7,,2013-07-11,2018,,,90,78,72,82,29,62,,,,,,,"Beat Offside Trap, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",76-1,77-1,54-1,76-1,79-1,81-1,69-1,67-1,54-1,83-1,89+1,90+2,83+1,79-1,78+1,80-1,73,80-1,56+1,80,52-1,28-1,85-1,76-1,63-1,,25,25,25,7-1,4-1,13-1,10-1,10-1,78+0,78+0,78+0,81+0,80+0,80+0,80+0,81+0,80+0,80+0,80+0,78+0,69+0,69+0,69+0,78+0,58+0,56+0,56+0,56+0,58+0,51+0,43+0,43+0,43+0,51+0
186153,https://sofifa.com/player/186153/wojciech-szczesny/15/157759,W. Szczęsny,Wojciech  Szczęsny,24,1990-04-18,196,84,Poland,Arsenal,80,83,0,0,GK,Right,2,3,1,Medium/Medium,Lean,Yes,,,GK,1,,2006-07-01,2018,GK,1,,,,,,,83,79,70,84,45,76,,25,25,25,31,25,25,25,25,35,21,50,40,55,76,46,34,38,38,61,25,39,25,25,25,47,,25,25,25,83-1,79,70,76,84,,,,,,,,,,,,,,,,,,,,,,,,,,
187607,https://sofifa.com/player/187607/artem-dzyuba/15/157759,A. Dzyuba,Artem Dzyuba,25,1988-08-22,194,91,Russia,Spartak Moscow,80,83,0,0,ST,Right,1,4,3,High/Medium,Normal,No,,"#Aerial Threat, #Strength",ST,22,,2006-03-03,2015,SUB,22,78,80,71,71,33,84,,,,,,,,66,82+8,86+8,75-1,72+4,78+6,67,70,63+1,77+2,74+1,81+3,33+3,74,34+1,83+4,60,77+2,92+1,77,77+3,34,79+5,76-2,79-1,,24,25,25,14,11,10,10,7,80+0,80+0,80+0,73+0,79+0,79+0,79+0,73+0,75+0,75+0,75+0,73+0,68+0,68+0,68+0,73+0,54+0,60+0,60+0,60+0,54+0,53+0,51+0,51+0,51+0,53+0
189250,https://sofifa.com/player/189250/salomon-rondon/15/157759,S. Rondón,José Salomón Rondón Giménez,24,1989-09-16,189,85,Venezuela,Zenit St. Petersburg,80,83,0,0,ST,Right,2,4,4,High/Medium,Stocky,No,,#Strength,ST,23,,2014-01-31,2018,,,80,80,56,74,32,80,,,,,,,Power Header,48,83+5,86,69+10,75,75+4,53,52,40,76+4,78,81,72+9,73,48-30,86,67+5,68,91,70+1,72,33,82+3,53,62,,25,23,25,13,13,7,5,14,80+0,80+0,80+0,70+0,77+0,77+0,77+0,70+0,72+0,72+0,72+0,66+0,60+0,60+0,60+0,66+0,52+0,53+0,53+0,53+0,52+0,50+0,51+0,51+0,51+0,50+0
162240,https://sofifa.com/player/162240/moussa-dembele/15/157759,M. Dembélé,Moussa Sidi Yaya Dembélé,26,1987-07-16,185,82,Belgium,Tottenham Hotspur,80,82,0,0,"CM, CDM, CAM",Left,3,2,4,Medium/Medium,Normal,Yes,,,LDM,19,,2012-08-01,2017,SUB,19,79,71,75,84,69,83,,,,,,,"Avoids Using Weaker Foot, Flair, Technical Dribbler (CPU AI Only)",64,65,67,83,76,86,64,54,78,85-1,78-7,79,82-3,77,73-3,84,77,82,87,71,75,72,70,79,66,,62,75,63,15,13,10,15,13,75+1,75+1,75+1,77+1,77+1,77+1,77+1,77+1,79+1,79+1,79+1,78+1,79+1,79+1,79+1,78+1,75+1,77+1,77+1,77+1,75+1,73+1,72+1,72+1,72+1,73+1
167431,https://sofifa.com/player/167431/gonzalo-castro/15/157759,G. Castro,Gonzalo Castro Randon,27,1987-06-11,172,73,Germany,Bayer 04 Leverkusen,80,82,0,0,"CM, RM, RB, CF",Right,2,4,3,Medium/Medium,Normal,No,,,LDM,27,,2005-01-01,2016,,,77,69,79,81,74,68,,,,,,,Outside Foot Shot,78,67,64,83,61,80,67,62,79,80,78,77,84,82-1,83+1,75,82-1,82,64-1,70,59,78,78,81,58,,75,74+1,76,14,8,13,10,15,73+0,73+0,73+0,79+0,76+0,76+0,76+0,79+0,79+0,79+0,79+0,80+0,80+0,80+0,80+0,80+0,79+0,77+0,77+0,77+0,79+0,76+0,73+0,73+0,73+0,76+0
173909,https://sofifa.com/player/173909/kevin-prince-boateng/15/157759,K. Boateng,Kevin-Prince Boateng,27,1987-03-06,186,86,Ghana,FC Schalke 04,80,82,0,0,"CM, CAM, CDM, ST",Right,3,4,4,High/Medium,Normal,Yes,,,RDM,9,,2013-08-30,2017,,,77,80,78,81,70,84,,,,,,,"Injury Prone, Leadership, Flair, Long Shot Taker (CPU AI Only)",76,77,78,81,86,80,79,70,75,84,77-1,77-1,78-1,84+1,68,86,85,78,84,83,91+2,71+2,81,77,66,,60,75+2,73,5,10,14,15,5,81+1,81+1,81+1,80+1,81+1,81+1,81+1,80+1,81+1,81+1,81+1,79+1,79+1,79+1,79+1,79+1,76+1,77+1,77+1,77+1,76+1,76+1,76+1,76+1,76+1,76+1
177600,https://sofifa.com/player/177600/benat-etxebarria-urkiaga/15/157759,Beñat,Beñat Etxebarria Urkiaga,27,1987-02-19,175,72,Spain,Athletic Club de Bilbao,80,82,0,0,"CM, CDM",Right,2,3,2,Medium/Medium,Normal,No,,"#Distance Shooter, #FK Specialist",CM,7,,2013-06-26,2018,,,67,79,83,75,68,74,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",74+2,76+2,46+2,86+3,60+2,72+1,82+2,87+2,86+2,80+2,69+1,65-1,71,75+1,79+1,90+2,69+2,77+2,70+2,84+2,81+2,77+1,78+1,83+2,70+2,,61+2,76,64+2,15,9,13,5,12,73+0,73+0,73+0,76+0,77+0,77+0,77+0,76+0,80+0,80+0,80+0,77+0,80+0,80+0,80+0,77+0,74+0,78+0,78+0,78+0,74+0,71+0,69+0,69+0,69+0,71+0
178393,https://sofifa.com/player/178393/alessio-cerci/15/157759,A. Cerci,Alessio Cerci,26,1987-07-23,178,73,Italy,Atlético Madrid,80,82,0,0,"CF, RW",Left,2,3,4,Medium/Low,Normal,No,,,SUB,22,,2014-09-01,2017,,,87,78,81,83,34,74,,,,,,,"Avoids Using Weaker Foot, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",81-5,76-2,65-1,81-3,75-4,83-1,85-1,78-1,79-2,84-2,85-2,88-1,80-3,79-1,78,77-2,67,76-2,77,82,66+1,41-1,80-1,82-1,81-1,,24-1,31-1,24-3,8-1,13-1,6-1,11-1,8-1,78+0,78+0,78+0,82+0,80+0,80+0,80+0,82+0,81+0,81+0,81+0,82+0,75+0,75+0,75+0,82+0,61+0,64+0,64+0,64+0,61+0,55+0,49+0,49+0,49+0,55+0
179527,https://sofifa.com/player/179527/loic-remy/15/157759,L. Rémy,Loïc Rémy,27,1987-01-02,184,76,France,Chelsea,80,82,0,0,"ST, LW",Right,3,3,4,Medium/Medium,Lean,Yes,,#Speedster,SUB,18,,2014-08-31,2018,SUB,20,90,80,68,74,34,71,,,,,,,"Injury Prone, Beat Offside Trap, Speed Dribbler (CPU AI Only)",61,83+3,81,77,71,73,66,51,60,76,89,91,77,77,65,78,88,75,72,77,57,48,81+3,71,78,,23,24,21,9,10,15,14,12,79+1,79+1,79+1,76+1,79+1,79+1,79+1,76+1,77+1,77+1,77+1,74+1,68+1,68+1,68+1,74+1,56+1,59+1,59+1,59+1,56+1,53+1,49+1,49+1,49+1,53+1
195086,https://sofifa.com/player/195086/dejan-lovren/15/157759,D. Lovren,Dejan Lovren,24,1989-07-05,188,84,Croatia,Liverpool,80,82,0,0,CB,Right,2,4,2,High/High,Normal,Yes,,#Strength,RCB,6,,2014-07-27,2019,,,63,39,59,63,81,82,,,,,,,,58,32,74,69,41,63,25,25,67,66,61+10,65+10,56+23,75+2,46,62,76,70,86,33,86+2,81,20,55,51,,80+1,83,82+1,13,13,12,9,6,52+0,52+0,52+0,57+0,53+0,53+0,53+0,57+0,55+0,55+0,55+0,61+0,63+0,63+0,63+0,61+0,72+0,74+0,74+0,74+0,72+0,75+0,80+0,80+0,80+0,75+0
199434,https://sofifa.com/player/199434/dusan-tadic/15/157759,D. Tadić,Dušan Tadić,25,1988-11-20,181,76,Serbia,Southampton,80,82,0,0,"CAM, LW, LM",Left,2,2,4,Medium/Medium,Normal,No,,,LM,11,,2014-07-08,2018,,,74,69,80,82,36,67,,,,,,,"Injury Free, Avoids Using Weaker Foot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",75-11,66-5,62+11,82+2,72-1,82,82-2,75-1,75-9,83-1,77,72,81-1,82+4,77,73+1,65-6,78-4,67+2,65-1,55,30,75+2,88+1,84-1,,39,33,25,10,10,13,8,15,73+0,73+0,73+0,78+0,75+0,75+0,75+0,78+0,80+0,80+0,80+0,80+0,73+0,73+0,73+0,80+0,60+0,63+0,63+0,63+0,60+0,54+0,49+0,49+0,49+0,54+0
172175,https://sofifa.com/player/172175/kevin-mirallas/15/157759,K. Mirallas,Kevin Mirallas,26,1987-10-05,178,70,Belgium,Everton,80,81,0,0,RM,Right,2,4,4,High/Medium,Normal,Yes,,,LM,11,,2012-08-19,2016,RM,11,88,77,77,83,47,63,,,,,,,"Beat Offside Trap, Flair, Technical Dribbler (CPU AI Only)",82,78,64,80,76,84-3,77,74,77,82,89-1,87,86,76,74,77,73,76,61-4,76,48,35,80,67,75,,40,55,53,8,10,14,13,15,78+0,78+0,78+0,81+0,79+0,79+0,79+0,81+0,78+0,78+0,78+0,80+0,73+0,73+0,73+0,80+0,67+0,63+0,63+0,63+0,67+0,61+0,56+0,56+0,56+0,61+0
